"facet","lag","quantile","direction","SACTN","SAWS","cooccurrence","proportion"
"Tsitsikamma West - Cape St Francis",6,0,"x",25,41,10,0.4
"Tsitsikamma West - Cape St Francis",6,0,"a",25,41,6,0.24
"Tsitsikamma West - Cape St Francis",6,0.25,"b",19,31,4,0.210526315789474
"Tsitsikamma West - Cape St Francis",6,0.25,"x",19,31,7,0.368421052631579
"Tsitsikamma West - Cape St Francis",6,0.25,"a",19,31,4,0.210526315789474
"Tsitsikamma West - Cape St Francis",6,0.5,"b",13,21,2,0.153846153846154
"Tsitsikamma West - Cape St Francis",6,0.5,"x",13,21,3,0.230769230769231
"Tsitsikamma West - Cape St Francis",6,0.5,"a",13,21,2,0.153846153846154
"Tsitsikamma West - Cape St Francis",6,0.75,"b",7,11,1,0.142857142857143
"Tsitsikamma West - Cape St Francis",6,0.75,"x",7,11,1,0.142857142857143
"Tsitsikamma West - Cape St Francis",6,0.75,"a",7,11,1,0.142857142857143
"Tsitsikamma West - Cape St Francis",6,1,"b",1,1,0,0
"Tsitsikamma West - Cape St Francis",6,1,"x",1,1,0,0
"Tsitsikamma West - Cape St Francis",6,1,"a",1,1,0,0
"Tsitsikamma West - Cape St Francis",10,0,"b",25,41,5,0.2
"Tsitsikamma West - Cape St Francis",10,0,"x",25,41,11,0.44
"Tsitsikamma West - Cape St Francis",10,0,"a",25,41,7,0.28
"Tsitsikamma West - Cape St Francis",10,0.25,"b",19,31,4,0.210526315789474
"Tsitsikamma West - Cape St Francis",10,0.25,"x",19,31,7,0.368421052631579
"Tsitsikamma West - Cape St Francis",10,0.25,"a",19,31,4,0.210526315789474
"Tsitsikamma West - Cape St Francis",10,0.5,"b",13,21,2,0.153846153846154
"Tsitsikamma West - Cape St Francis",10,0.5,"x",13,21,3,0.230769230769231
"Tsitsikamma West - Cape St Francis",10,0.5,"a",13,21,2,0.153846153846154
"Tsitsikamma West - Cape St Francis",10,0.75,"b",7,11,1,0.142857142857143
"Tsitsikamma West - Cape St Francis",10,0.75,"x",7,11,1,0.142857142857143
"Tsitsikamma West - Cape St Francis",10,0.75,"a",7,11,1,0.142857142857143
"Tsitsikamma West - Cape St Francis",10,1,"b",1,1,0,0
"Tsitsikamma West - Cape St Francis",10,1,"x",1,1,0,0
"Tsitsikamma West - Cape St Francis",10,1,"a",1,1,0,0
"Tsitsikamma West - Cape St Francis",14,0,"b",25,41,8,0.32
"Tsitsikamma West - Cape St Francis",14,0,"x",25,41,16,0.64
"Tsitsikamma West - Cape St Francis",14,0,"a",25,41,9,0.36
"Tsitsikamma West - Cape St Francis",14,0.25,"b",19,31,6,0.315789473684211
"Tsitsikamma West - Cape St Francis",14,0.25,"x",19,31,11,0.578947368421053
"Tsitsikamma West - Cape St Francis",14,0.25,"a",19,31,6,0.315789473684211
"Tsitsikamma West - Cape St Francis",14,0.5,"b",13,21,2,0.153846153846154
"Tsitsikamma West - Cape St Francis",14,0.5,"x",13,21,4,0.307692307692308
"Tsitsikamma West - Cape St Francis",14,0.5,"a",13,21,3,0.230769230769231
"Tsitsikamma West - Cape St Francis",14,0.75,"b",7,11,1,0.142857142857143
"Tsitsikamma West - Cape St Francis",14,0.75,"x",7,11,1,0.142857142857143
"Tsitsikamma West - Cape St Francis",14,0.75,"a",7,11,1,0.142857142857143
"Tsitsikamma West - Cape St Francis",14,1,"b",1,1,0,0
"Tsitsikamma West - Cape St Francis",14,1,"x",1,1,0,0
"Tsitsikamma West - Cape St Francis",14,1,"a",1,1,0,0
"Ystervarkpunt - Cape St Blaize",2,0,"b",22,34,2,0.0909090909090909
"Ystervarkpunt - Cape St Blaize",2,0,"x",22,34,3,0.136363636363636
"Ystervarkpunt - Cape St Blaize",2,0,"a",22,34,1,0.0454545454545455
"Ystervarkpunt - Cape St Blaize",2,0.25,"b",16,25,0,0
"Ystervarkpunt - Cape St Blaize",2,0.25,"x",16,25,1,0.0625
"Ystervarkpunt - Cape St Blaize",2,0.25,"a",16,25,1,0.0625
"Ystervarkpunt - Cape St Blaize",2,0.5,"b",11,17,0,0
"Ystervarkpunt - Cape St Blaize",2,0.5,"x",11,17,1,0.0909090909090909
"Ystervarkpunt - Cape St Blaize",2,0.5,"a",11,17,1,0.0909090909090909
"Ystervarkpunt - Cape St Blaize",2,0.75,"b",6,9,0,0
"Ystervarkpunt - Cape St Blaize",2,0.75,"x",6,9,0,0
"Ystervarkpunt - Cape St Blaize",2,0.75,"a",6,9,0,0
"Ystervarkpunt - Cape St Blaize",2,1,"b",1,1,0,0
"Ystervarkpunt - Cape St Blaize",2,1,"x",1,1,0,0
"Ystervarkpunt - Cape St Blaize",2,1,"a",1,1,0,0
"Ystervarkpunt - Cape St Blaize",6,0,"b",22,34,5,0.227272727272727
"Ystervarkpunt - Cape St Blaize",6,0,"x",22,34,7,0.318181818181818
"Ystervarkpunt - Cape St Blaize",6,0,"a",22,34,2,0.0909090909090909
"Ystervarkpunt - Cape St Blaize",6,0.25,"b",16,25,1,0.0625
"Ystervarkpunt - Cape St Blaize",6,0.25,"x",16,25,3,0.1875
"Ystervarkpunt - Cape St Blaize",6,0.25,"a",16,25,2,0.125
"Ystervarkpunt - Cape St Blaize",6,0.5,"b",11,17,0,0
"Ystervarkpunt - Cape St Blaize",6,0.5,"x",11,17,1,0.0909090909090909
"Ystervarkpunt - Cape St Blaize",6,0.5,"a",11,17,1,0.0909090909090909
"Ystervarkpunt - Cape St Blaize",6,0.75,"b",6,9,0,0
"Ystervarkpunt - Cape St Blaize",6,0.75,"x",6,9,0,0
"Ystervarkpunt - Cape St Blaize",6,0.75,"a",6,9,0,0
"Ystervarkpunt - Cape St Blaize",6,1,"b",1,1,0,0
"Ystervarkpunt - Cape St Blaize",6,1,"x",1,1,0,0
"Ystervarkpunt - Cape St Blaize",6,1,"a",1,1,0,0
"Ystervarkpunt - Cape St Blaize",10,0,"b",22,34,6,0.272727272727273
"Ystervarkpunt - Cape St Blaize",10,0,"x",22,34,11,0.5
"Ystervarkpunt - Cape St Blaize",10,0,"a",22,34,5,0.227272727272727
"Ystervarkpunt - Cape St Blaize",10,0.25,"b",16,25,2,0.125
"Ystervarkpunt - Cape St Blaize",10,0.25,"x",16,25,6,0.375
"Ystervarkpunt - Cape St Blaize",10,0.25,"a",16,25,4,0.25
"Ystervarkpunt - Cape St Blaize",10,0.5,"b",11,17,1,0.0909090909090909
"Ystervarkpunt - Cape St Blaize",10,0.5,"x",11,17,3,0.272727272727273
"Ystervarkpunt - Cape St Blaize",10,0.5,"a",11,17,2,0.181818181818182
"Ystervarkpunt - Cape St Blaize",10,0.75,"b",6,9,1,0.166666666666667
"Ystervarkpunt - Cape St Blaize",10,0.75,"x",6,9,1,0.166666666666667
"Ystervarkpunt - Cape St Blaize",10,0.75,"a",6,9,0,0
"Ystervarkpunt - Cape St Blaize",10,1,"b",1,1,1,1
"Ystervarkpunt - Cape St Blaize",10,1,"x",1,1,1,1
"Ystervarkpunt - Cape St Blaize",10,1,"a",1,1,0,0
"Ystervarkpunt - Cape St Blaize",14,0,"b",22,34,6,0.272727272727273
"Ystervarkpunt - Cape St Blaize",14,0,"x",22,34,16,0.727272727272727
"Ystervarkpunt - Cape St Blaize",14,0,"a",22,34,10,0.454545454545455
"Ystervarkpunt - Cape St Blaize",14,0.25,"b",16,25,2,0.125
"Ystervarkpunt - Cape St Blaize",14,0.25,"x",16,25,9,0.5625
"Ystervarkpunt - Cape St Blaize",14,0.25,"a",16,25,7,0.4375
"Ystervarkpunt - Cape St Blaize",14,0.5,"b",11,17,1,0.0909090909090909
"Ystervarkpunt - Cape St Blaize",14,0.5,"x",11,17,5,0.454545454545455
"Ystervarkpunt - Cape St Blaize",14,0.5,"a",11,17,4,0.363636363636364
"Ystervarkpunt - Cape St Blaize",14,0.75,"b",6,9,1,0.166666666666667
"Ystervarkpunt - Cape St Blaize",14,0.75,"x",6,9,2,0.333333333333333
"Ystervarkpunt - Cape St Blaize",14,0.75,"a",6,9,1,0.166666666666667
"Ystervarkpunt - Cape St Blaize",14,1,"b",1,1,1,1
"Ystervarkpunt - Cape St Blaize",14,1,"x",1,1,1,1
"Ystervarkpunt - Cape St Blaize",14,1,"a",1,1,0,0
