"facet","lag","quantile","direction","SACTN","SAWS","cooccurrence","proportion"
"Muizenberg - Cape Town DF Malan",10,0,"b",57,102,4,0.0701754385964912
"Muizenberg - Cape Town DF Malan",10,0,"x",57,102,5,0.087719298245614
"Muizenberg - Cape Town DF Malan",10,0,"a",57,102,1,0.0175438596491228
"Muizenberg - Cape Town DF Malan",10,0.25,"b",43,76,3,0.0697674418604651
"Muizenberg - Cape Town DF Malan",10,0.25,"x",43,76,3,0.0697674418604651
"Muizenberg - Cape Town DF Malan",10,0.25,"a",43,76,0,0
"Muizenberg - Cape Town DF Malan",10,0.5,"b",29,51,2,0.0689655172413793
"Muizenberg - Cape Town DF Malan",10,0.5,"x",29,51,2,0.0689655172413793
"Muizenberg - Cape Town DF Malan",10,0.5,"a",29,51,0,0
"Muizenberg - Cape Town DF Malan",10,0.75,"b",15,26,0,0
"Muizenberg - Cape Town DF Malan",10,0.75,"x",15,26,0,0
"Muizenberg - Cape Town DF Malan",10,0.75,"a",15,26,0,0
"Muizenberg - Cape Town DF Malan",10,1,"b",1,1,0,0
"Muizenberg - Cape Town DF Malan",10,1,"x",1,1,0,0
"Muizenberg - Cape Town DF Malan",10,1,"a",1,1,0,0
"Muizenberg - Cape Town DF Malan",14,0,"b",57,102,5,0.087719298245614
"Muizenberg - Cape Town DF Malan",14,0,"x",57,102,7,0.12280701754386
"Muizenberg - Cape Town DF Malan",14,0,"a",57,102,2,0.0350877192982456
"Muizenberg - Cape Town DF Malan",14,0.25,"b",43,76,3,0.0697674418604651
"Muizenberg - Cape Town DF Malan",14,0.25,"x",43,76,4,0.0930232558139535
"Muizenberg - Cape Town DF Malan",14,0.25,"a",43,76,1,0.0232558139534884
"Muizenberg - Cape Town DF Malan",14,0.5,"b",29,51,2,0.0689655172413793
"Muizenberg - Cape Town DF Malan",14,0.5,"x",29,51,3,0.103448275862069
"Muizenberg - Cape Town DF Malan",14,0.5,"a",29,51,1,0.0344827586206897
"Muizenberg - Cape Town DF Malan",14,0.75,"b",15,26,0,0
"Muizenberg - Cape Town DF Malan",14,0.75,"x",15,26,1,0.0666666666666667
"Muizenberg - Cape Town DF Malan",14,0.75,"a",15,26,1,0.0666666666666667
"Muizenberg - Cape Town DF Malan",14,1,"b",1,1,0,0
"Muizenberg - Cape Town DF Malan",14,1,"x",1,1,0,0
"Muizenberg - Cape Town DF Malan",14,1,"a",1,1,0,0
"Nahoon Beach - East London",2,0,"b",21,25,0,0
"Nahoon Beach - East London",2,0,"x",21,25,0,0
"Nahoon Beach - East London",2,0,"a",21,25,0,0
"Nahoon Beach - East London",2,0.25,"b",16,19,0,0
"Nahoon Beach - East London",2,0.25,"x",16,19,0,0
"Nahoon Beach - East London",2,0.25,"a",16,19,0,0
"Nahoon Beach - East London",2,0.5,"b",11,13,0,0
"Nahoon Beach - East London",2,0.5,"x",11,13,0,0
"Nahoon Beach - East London",2,0.5,"a",11,13,0,0
"Nahoon Beach - East London",2,0.75,"b",6,7,0,0
"Nahoon Beach - East London",2,0.75,"x",6,7,0,0
"Nahoon Beach - East London",2,0.75,"a",6,7,0,0
"Nahoon Beach - East London",2,1,"b",1,1,0,0
"Nahoon Beach - East London",2,1,"x",1,1,0,0
"Nahoon Beach - East London",2,1,"a",1,1,0,0
"Nahoon Beach - East London",6,0,"b",21,25,1,0.0476190476190476
"Nahoon Beach - East London",6,0,"x",21,25,1,0.0476190476190476
"Nahoon Beach - East London",6,0,"a",21,25,0,0
"Nahoon Beach - East London",6,0.25,"b",16,19,1,0.0625
"Nahoon Beach - East London",6,0.25,"x",16,19,1,0.0625
"Nahoon Beach - East London",6,0.25,"a",16,19,0,0
"Nahoon Beach - East London",6,0.5,"b",11,13,0,0
"Nahoon Beach - East London",6,0.5,"x",11,13,0,0
"Nahoon Beach - East London",6,0.5,"a",11,13,0,0
"Nahoon Beach - East London",6,0.75,"b",6,7,0,0
"Nahoon Beach - East London",6,0.75,"x",6,7,0,0
"Nahoon Beach - East London",6,0.75,"a",6,7,0,0
"Nahoon Beach - East London",6,1,"b",1,1,0,0
"Nahoon Beach - East London",6,1,"x",1,1,0,0
"Nahoon Beach - East London",6,1,"a",1,1,0,0
"Nahoon Beach - East London",10,0,"b",21,25,1,0.0476190476190476
"Nahoon Beach - East London",10,0,"x",21,25,1,0.0476190476190476
"Nahoon Beach - East London",10,0,"a",21,25,0,0
"Nahoon Beach - East London",10,0.25,"b",16,19,1,0.0625
"Nahoon Beach - East London",10,0.25,"x",16,19,1,0.0625
"Nahoon Beach - East London",10,0.25,"a",16,19,0,0
"Nahoon Beach - East London",10,0.5,"b",11,13,0,0
"Nahoon Beach - East London",10,0.5,"x",11,13,0,0
"Nahoon Beach - East London",10,0.5,"a",11,13,0,0
"Nahoon Beach - East London",10,0.75,"b",6,7,0,0
"Nahoon Beach - East London",10,0.75,"x",6,7,0,0
"Nahoon Beach - East London",10,0.75,"a",6,7,0,0
"Nahoon Beach - East London",10,1,"b",1,1,0,0
"Nahoon Beach - East London",10,1,"x",1,1,0,0
"Nahoon Beach - East London",10,1,"a",1,1,0,0
"Nahoon Beach - East London",14,0,"b",21,25,1,0.0476190476190476
"Nahoon Beach - East London",14,0,"x",21,25,2,0.0952380952380952
"Nahoon Beach - East London",14,0,"a",21,25,1,0.0476190476190476
"Nahoon Beach - East London",14,0.25,"b",16,19,1,0.0625
"Nahoon Beach - East London",14,0.25,"x",16,19,1,0.0625
"Nahoon Beach - East London",14,0.25,"a",16,19,0,0
"Nahoon Beach - East London",14,0.5,"b",11,13,0,0
"Nahoon Beach - East London",14,0.5,"x",11,13,0,0
"Nahoon Beach - East London",14,0.5,"a",11,13,0,0
"Nahoon Beach - East London",14,0.75,"b",6,7,0,0
"Nahoon Beach - East London",14,0.75,"x",6,7,0,0
"Nahoon Beach - East London",14,0.75,"a",6,7,0,0
"Nahoon Beach - East London",14,1,"b",1,1,0,0
"Nahoon Beach - East London",14,1,"x",1,1,0,0
"Nahoon Beach - East London",14,1,"a",1,1,0,0
"Orient Beach - East London",2,0,"b",37,48,1,0.027027027027027
"Orient Beach - East London",2,0,"x",37,48,1,0.027027027027027
"Orient Beach - East London",2,0,"a",37,48,0,0
"Orient Beach - East London",2,0.25,"b",28,36,0,0
"Orient Beach - East London",2,0.25,"x",28,36,0,0
"Orient Beach - East London",2,0.25,"a",28,36,0,0
"Orient Beach - East London",2,0.5,"b",19,24,0,0
"Orient Beach - East London",2,0.5,"x",19,24,0,0
"Orient Beach - East London",2,0.5,"a",19,24,0,0
"Orient Beach - East London",2,0.75,"b",10,12,0,0
"Orient Beach - East London",2,0.75,"x",10,12,0,0
"Orient Beach - East London",2,0.75,"a",10,12,0,0
"Orient Beach - East London",2,1,"b",1,1,0,0
"Orient Beach - East London",2,1,"x",1,1,0,0
"Orient Beach - East London",2,1,"a",1,1,0,0
"Orient Beach - East London",6,0,"b",37,48,2,0.0540540540540541
"Orient Beach - East London",6,0,"x",37,48,3,0.0810810810810811
"Orient Beach - East London",6,0,"a",37,48,1,0.027027027027027
"Orient Beach - East London",6,0.25,"b",28,36,1,0.0357142857142857
"Orient Beach - East London",6,0.25,"x",28,36,1,0.0357142857142857
"Orient Beach - East London",6,0.25,"a",28,36,0,0
"Orient Beach - East London",6,0.5,"b",19,24,0,0
"Orient Beach - East London",6,0.5,"x",19,24,0,0
"Orient Beach - East London",6,0.5,"a",19,24,0,0
"Orient Beach - East London",6,0.75,"b",10,12,0,0
"Orient Beach - East London",6,0.75,"x",10,12,0,0
"Orient Beach - East London",6,0.75,"a",10,12,0,0
"Orient Beach - East London",6,1,"b",1,1,0,0
"Orient Beach - East London",6,1,"x",1,1,0,0
"Orient Beach - East London",6,1,"a",1,1,0,0
"Orient Beach - East London",10,0,"b",37,48,2,0.0540540540540541
"Orient Beach - East London",10,0,"x",37,48,3,0.0810810810810811
"Orient Beach - East London",10,0,"a",37,48,1,0.027027027027027
"Orient Beach - East London",10,0.25,"b",28,36,1,0.0357142857142857
"Orient Beach - East London",10,0.25,"x",28,36,1,0.0357142857142857
"Orient Beach - East London",10,0.25,"a",28,36,0,0
"Orient Beach - East London",10,0.5,"b",19,24,0,0
"Orient Beach - East London",10,0.5,"x",19,24,0,0
"Orient Beach - East London",10,0.5,"a",19,24,0,0
"Orient Beach - East London",10,0.75,"b",10,12,0,0
"Orient Beach - East London",10,0.75,"x",10,12,0,0
"Orient Beach - East London",10,0.75,"a",10,12,0,0
"Orient Beach - East London",10,1,"b",1,1,0,0
"Orient Beach - East London",10,1,"x",1,1,0,0
"Orient Beach - East London",10,1,"a",1,1,0,0
"Orient Beach - East London",14,0,"b",37,48,4,0.108108108108108
"Orient Beach - East London",14,0,"x",37,48,6,0.162162162162162
"Orient Beach - East London",14,0,"a",37,48,2,0.0540540540540541
"Orient Beach - East London",14,0.25,"b",28,36,1,0.0357142857142857
"Orient Beach - East London",14,0.25,"x",28,36,1,0.0357142857142857
"Orient Beach - East London",14,0.25,"a",28,36,0,0
"Orient Beach - East London",14,0.5,"b",19,24,0,0
"Orient Beach - East London",14,0.5,"x",19,24,0,0
"Orient Beach - East London",14,0.5,"a",19,24,0,0
"Orient Beach - East London",14,0.75,"b",10,12,0,0
"Orient Beach - East London",14,0.75,"x",10,12,0,0
"Orient Beach - East London",14,0.75,"a",10,12,0,0
"Orient Beach - East London",14,1,"b",1,1,0,0
"Orient Beach - East London",14,1,"x",1,1,0,0
"Orient Beach - East London",14,1,"a",1,1,0,0
"Pollock Beach - Port Elizabeth",2,0,"b",19,36,0,0
"Pollock Beach - Port Elizabeth",2,0,"x",19,36,0,0
"Pollock Beach - Port Elizabeth",2,0,"a",19,36,0,0
"Pollock Beach - Port Elizabeth",2,0.25,"b",14,27,0,0
"Pollock Beach - Port Elizabeth",2,0.25,"x",14,27,0,0
"Pollock Beach - Port Elizabeth",2,0.25,"a",14,27,0,0
"Pollock Beach - Port Elizabeth",2,0.5,"b",10,18,0,0
"Pollock Beach - Port Elizabeth",2,0.5,"x",10,18,0,0
"Pollock Beach - Port Elizabeth",2,0.5,"a",10,18,0,0
"Pollock Beach - Port Elizabeth",2,0.75,"b",5,9,0,0
"Pollock Beach - Port Elizabeth",2,0.75,"x",5,9,0,0
"Pollock Beach - Port Elizabeth",2,0.75,"a",5,9,0,0
"Pollock Beach - Port Elizabeth",2,1,"b",1,1,0,0
"Pollock Beach - Port Elizabeth",2,1,"x",1,1,0,0
"Pollock Beach - Port Elizabeth",2,1,"a",1,1,0,0
"Pollock Beach - Port Elizabeth",6,0,"b",19,36,2,0.105263157894737
"Pollock Beach - Port Elizabeth",6,0,"x",19,36,2,0.105263157894737
"Pollock Beach - Port Elizabeth",6,0,"a",19,36,0,0
"Pollock Beach - Port Elizabeth",6,0.25,"b",14,27,1,0.0714285714285714
"Pollock Beach - Port Elizabeth",6,0.25,"x",14,27,1,0.0714285714285714
"Pollock Beach - Port Elizabeth",6,0.25,"a",14,27,0,0
"Pollock Beach - Port Elizabeth",6,0.5,"b",10,18,0,0
"Pollock Beach - Port Elizabeth",6,0.5,"x",10,18,0,0
"Pollock Beach - Port Elizabeth",6,0.5,"a",10,18,0,0
"Pollock Beach - Port Elizabeth",6,0.75,"b",5,9,0,0
"Pollock Beach - Port Elizabeth",6,0.75,"x",5,9,0,0
"Pollock Beach - Port Elizabeth",6,0.75,"a",5,9,0,0
"Pollock Beach - Port Elizabeth",6,1,"b",1,1,0,0
"Pollock Beach - Port Elizabeth",6,1,"x",1,1,0,0
"Pollock Beach - Port Elizabeth",6,1,"a",1,1,0,0
"Pollock Beach - Port Elizabeth",10,0,"b",19,36,3,0.157894736842105
"Pollock Beach - Port Elizabeth",10,0,"x",19,36,4,0.210526315789474
"Pollock Beach - Port Elizabeth",10,0,"a",19,36,1,0.0526315789473684
"Pollock Beach - Port Elizabeth",10,0.25,"b",14,27,2,0.142857142857143
"Pollock Beach - Port Elizabeth",10,0.25,"x",14,27,2,0.142857142857143
"Pollock Beach - Port Elizabeth",10,0.25,"a",14,27,0,0
"Pollock Beach - Port Elizabeth",10,0.5,"b",10,18,0,0
"Pollock Beach - Port Elizabeth",10,0.5,"x",10,18,0,0
"Pollock Beach - Port Elizabeth",10,0.5,"a",10,18,0,0
"Pollock Beach - Port Elizabeth",10,0.75,"b",5,9,0,0
"Pollock Beach - Port Elizabeth",10,0.75,"x",5,9,0,0
"Pollock Beach - Port Elizabeth",10,0.75,"a",5,9,0,0
"Pollock Beach - Port Elizabeth",10,1,"b",1,1,0,0
"Pollock Beach - Port Elizabeth",10,1,"x",1,1,0,0
"Pollock Beach - Port Elizabeth",10,1,"a",1,1,0,0
"Pollock Beach - Port Elizabeth",14,0,"b",19,36,4,0.210526315789474
"Pollock Beach - Port Elizabeth",14,0,"x",19,36,5,0.263157894736842
"Pollock Beach - Port Elizabeth",14,0,"a",19,36,1,0.0526315789473684
"Pollock Beach - Port Elizabeth",14,0.25,"b",14,27,3,0.214285714285714
"Pollock Beach - Port Elizabeth",14,0.25,"x",14,27,3,0.214285714285714
"Pollock Beach - Port Elizabeth",14,0.25,"a",14,27,0,0
"Pollock Beach - Port Elizabeth",14,0.5,"b",10,18,0,0
"Pollock Beach - Port Elizabeth",14,0.5,"x",10,18,0,0
"Pollock Beach - Port Elizabeth",14,0.5,"a",10,18,0,0
"Pollock Beach - Port Elizabeth",14,0.75,"b",5,9,0,0
"Pollock Beach - Port Elizabeth",14,0.75,"x",5,9,0,0
"Pollock Beach - Port Elizabeth",14,0.75,"a",5,9,0,0
"Pollock Beach - Port Elizabeth",14,1,"b",1,1,0,0
"Pollock Beach - Port Elizabeth",14,1,"x",1,1,0,0
"Pollock Beach - Port Elizabeth",14,1,"a",1,1,0,0
"Port Nolloth - Cape Columbine",2,0,"b",56,78,0,0
"Port Nolloth - Cape Columbine",2,0,"x",56,78,0,0
"Port Nolloth - Cape Columbine",2,0,"a",56,78,0,0
"Port Nolloth - Cape Columbine",2,0.25,"b",42,58,0,0
"Port Nolloth - Cape Columbine",2,0.25,"x",42,58,0,0
"Port Nolloth - Cape Columbine",2,0.25,"a",42,58,0,0
"Port Nolloth - Cape Columbine",2,0.5,"b",28,39,0,0
"Port Nolloth - Cape Columbine",2,0.5,"x",28,39,0,0
"Port Nolloth - Cape Columbine",2,0.5,"a",28,39,0,0
"Port Nolloth - Cape Columbine",2,0.75,"b",14,20,0,0
"Port Nolloth - Cape Columbine",2,0.75,"x",14,20,0,0
"Port Nolloth - Cape Columbine",2,0.75,"a",14,20,0,0
"Port Nolloth - Cape Columbine",2,1,"b",1,1,0,0
"Port Nolloth - Cape Columbine",2,1,"x",1,1,0,0
"Port Nolloth - Cape Columbine",2,1,"a",1,1,0,0
"Port Nolloth - Cape Columbine",6,0,"b",56,78,0,0
"Port Nolloth - Cape Columbine",6,0,"x",56,78,2,0.0357142857142857
"Port Nolloth - Cape Columbine",6,0,"a",56,78,2,0.0357142857142857
"Port Nolloth - Cape Columbine",6,0.25,"b",42,58,0,0
"Port Nolloth - Cape Columbine",6,0.25,"x",42,58,1,0.0238095238095238
"Port Nolloth - Cape Columbine",6,0.25,"a",42,58,1,0.0238095238095238
"Port Nolloth - Cape Columbine",6,0.5,"b",28,39,0,0
"Port Nolloth - Cape Columbine",6,0.5,"x",28,39,1,0.0357142857142857
"Port Nolloth - Cape Columbine",6,0.5,"a",28,39,1,0.0357142857142857
"Port Nolloth - Cape Columbine",6,0.75,"b",14,20,0,0
"Port Nolloth - Cape Columbine",6,0.75,"x",14,20,0,0
"Port Nolloth - Cape Columbine",6,0.75,"a",14,20,0,0
"Port Nolloth - Cape Columbine",6,1,"b",1,1,0,0
"Port Nolloth - Cape Columbine",6,1,"x",1,1,0,0
"Port Nolloth - Cape Columbine",6,1,"a",1,1,0,0
"Port Nolloth - Cape Columbine",10,0,"b",56,78,1,0.0178571428571429
"Port Nolloth - Cape Columbine",10,0,"x",56,78,4,0.0714285714285714
"Port Nolloth - Cape Columbine",10,0,"a",56,78,3,0.0535714285714286
"Port Nolloth - Cape Columbine",10,0.25,"b",42,58,1,0.0238095238095238
"Port Nolloth - Cape Columbine",10,0.25,"x",42,58,2,0.0476190476190476
"Port Nolloth - Cape Columbine",10,0.25,"a",42,58,1,0.0238095238095238
"Port Nolloth - Cape Columbine",10,0.5,"b",28,39,0,0
"Port Nolloth - Cape Columbine",10,0.5,"x",28,39,1,0.0357142857142857
"Port Nolloth - Cape Columbine",10,0.5,"a",28,39,1,0.0357142857142857
"Port Nolloth - Cape Columbine",10,0.75,"b",14,20,0,0
"Port Nolloth - Cape Columbine",10,0.75,"x",14,20,0,0
"Port Nolloth - Cape Columbine",10,0.75,"a",14,20,0,0
"Port Nolloth - Cape Columbine",10,1,"b",1,1,0,0
"Port Nolloth - Cape Columbine",10,1,"x",1,1,0,0
"Port Nolloth - Cape Columbine",10,1,"a",1,1,0,0
"Port Nolloth - Cape Columbine",14,0,"b",56,78,4,0.0714285714285714
"Port Nolloth - Cape Columbine",14,0,"x",56,78,9,0.160714285714286
"Port Nolloth - Cape Columbine",14,0,"a",56,78,5,0.0892857142857143
"Port Nolloth - Cape Columbine",14,0.25,"b",42,58,4,0.0952380952380952
"Port Nolloth - Cape Columbine",14,0.25,"x",42,58,6,0.142857142857143
"Port Nolloth - Cape Columbine",14,0.25,"a",42,58,2,0.0476190476190476
"Port Nolloth - Cape Columbine",14,0.5,"b",28,39,1,0.0357142857142857
"Port Nolloth - Cape Columbine",14,0.5,"x",28,39,3,0.107142857142857
"Port Nolloth - Cape Columbine",14,0.5,"a",28,39,2,0.0714285714285714
"Port Nolloth - Cape Columbine",14,0.75,"b",14,20,0,0
"Port Nolloth - Cape Columbine",14,0.75,"x",14,20,0,0
"Port Nolloth - Cape Columbine",14,0.75,"a",14,20,0,0
"Port Nolloth - Cape Columbine",14,1,"b",1,1,0,0
"Port Nolloth - Cape Columbine",14,1,"x",1,1,0,0
"Port Nolloth - Cape Columbine",14,1,"a",1,1,0,0
"Sea Point - Cape Town DF Malan",2,0,"b",69,96,0,0
"Sea Point - Cape Town DF Malan",2,0,"x",69,96,1,0.0144927536231884
"Sea Point - Cape Town DF Malan",2,0,"a",69,96,1,0.0144927536231884
"Sea Point - Cape Town DF Malan",2,0.25,"b",52,72,0,0
"Sea Point - Cape Town DF Malan",2,0.25,"x",52,72,0,0
"Sea Point - Cape Town DF Malan",2,0.25,"a",52,72,0,0
"Sea Point - Cape Town DF Malan",2,0.5,"b",36,48,0,0
"Sea Point - Cape Town DF Malan",2,0.5,"x",36,48,0,0
"Sea Point - Cape Town DF Malan",2,0.5,"a",36,48,0,0
"Sea Point - Cape Town DF Malan",2,0.75,"b",18,24,0,0
"Sea Point - Cape Town DF Malan",2,0.75,"x",18,24,0,0
"Sea Point - Cape Town DF Malan",2,0.75,"a",18,24,0,0
"Sea Point - Cape Town DF Malan",2,1,"b",1,1,0,0
"Sea Point - Cape Town DF Malan",2,1,"x",1,1,0,0
"Sea Point - Cape Town DF Malan",2,1,"a",1,1,0,0
"Sea Point - Cape Town DF Malan",6,0,"b",69,96,3,0.0434782608695652
"Sea Point - Cape Town DF Malan",6,0,"x",69,96,4,0.0579710144927536
"Sea Point - Cape Town DF Malan",6,0,"a",69,96,1,0.0144927536231884
"Sea Point - Cape Town DF Malan",6,0.25,"b",52,72,2,0.0384615384615385
"Sea Point - Cape Town DF Malan",6,0.25,"x",52,72,2,0.0384615384615385
"Sea Point - Cape Town DF Malan",6,0.25,"a",52,72,0,0
"Sea Point - Cape Town DF Malan",6,0.5,"b",36,48,1,0.0277777777777778
"Sea Point - Cape Town DF Malan",6,0.5,"x",36,48,1,0.0277777777777778
"Sea Point - Cape Town DF Malan",6,0.5,"a",36,48,0,0
"Sea Point - Cape Town DF Malan",6,0.75,"b",18,24,0,0
"Sea Point - Cape Town DF Malan",6,0.75,"x",18,24,0,0
"Sea Point - Cape Town DF Malan",6,0.75,"a",18,24,0,0
"Sea Point - Cape Town DF Malan",6,1,"b",1,1,0,0
"Sea Point - Cape Town DF Malan",6,1,"x",1,1,0,0
"Sea Point - Cape Town DF Malan",6,1,"a",1,1,0,0
"Sea Point - Cape Town DF Malan",10,0,"b",69,96,5,0.072463768115942
"Sea Point - Cape Town DF Malan",10,0,"x",69,96,8,0.115942028985507
"Sea Point - Cape Town DF Malan",10,0,"a",69,96,3,0.0434782608695652
"Sea Point - Cape Town DF Malan",10,0.25,"b",52,72,2,0.0384615384615385
"Sea Point - Cape Town DF Malan",10,0.25,"x",52,72,4,0.0769230769230769
"Sea Point - Cape Town DF Malan",10,0.25,"a",52,72,2,0.0384615384615385
"Sea Point - Cape Town DF Malan",10,0.5,"b",36,48,1,0.0277777777777778
"Sea Point - Cape Town DF Malan",10,0.5,"x",36,48,1,0.0277777777777778
"Sea Point - Cape Town DF Malan",10,0.5,"a",36,48,0,0
"Sea Point - Cape Town DF Malan",10,0.75,"b",18,24,0,0
"Sea Point - Cape Town DF Malan",10,0.75,"x",18,24,0,0
"Sea Point - Cape Town DF Malan",10,0.75,"a",18,24,0,0
"Sea Point - Cape Town DF Malan",10,1,"b",1,1,0,0
"Sea Point - Cape Town DF Malan",10,1,"x",1,1,0,0
"Sea Point - Cape Town DF Malan",10,1,"a",1,1,0,0
"Sea Point - Cape Town DF Malan",14,0,"b",69,96,5,0.072463768115942
"Sea Point - Cape Town DF Malan",14,0,"x",69,96,12,0.173913043478261
"Sea Point - Cape Town DF Malan",14,0,"a",69,96,7,0.101449275362319
"Sea Point - Cape Town DF Malan",14,0.25,"b",52,72,2,0.0384615384615385
"Sea Point - Cape Town DF Malan",14,0.25,"x",52,72,6,0.115384615384615
"Sea Point - Cape Town DF Malan",14,0.25,"a",52,72,4,0.0769230769230769
"Sea Point - Cape Town DF Malan",14,0.5,"b",36,48,1,0.0277777777777778
"Sea Point - Cape Town DF Malan",14,0.5,"x",36,48,3,0.0833333333333333
"Sea Point - Cape Town DF Malan",14,0.5,"a",36,48,2,0.0555555555555556
"Sea Point - Cape Town DF Malan",14,0.75,"b",18,24,0,0
"Sea Point - Cape Town DF Malan",14,0.75,"x",18,24,0,0
"Sea Point - Cape Town DF Malan",14,0.75,"a",18,24,0,0
"Sea Point - Cape Town DF Malan",14,1,"b",1,1,0,0
"Sea Point - Cape Town DF Malan",14,1,"x",1,1,0,0
"Sea Point - Cape Town DF Malan",14,1,"a",1,1,0,0
"Sodwana - Cape St Lucia",2,0,"b",35,40,2,0.0571428571428571
"Sodwana - Cape St Lucia",2,0,"x",35,40,4,0.114285714285714
"Sodwana - Cape St Lucia",2,0,"a",35,40,3,0.0857142857142857
"Sodwana - Cape St Lucia",2,0.25,"b",26,30,1,0.0384615384615385
"Sodwana - Cape St Lucia",2,0.25,"x",26,30,3,0.115384615384615
"Sodwana - Cape St Lucia",2,0.25,"a",26,30,2,0.0769230769230769
"Sodwana - Cape St Lucia",2,0.5,"b",18,20,0,0
"Sodwana - Cape St Lucia",2,0.5,"x",18,20,1,0.0555555555555556
"Sodwana - Cape St Lucia",2,0.5,"a",18,20,1,0.0555555555555556
"Sodwana - Cape St Lucia",2,0.75,"b",9,10,0,0
"Sodwana - Cape St Lucia",2,0.75,"x",9,10,0,0
"Sodwana - Cape St Lucia",2,0.75,"a",9,10,0,0
"Sodwana - Cape St Lucia",2,1,"b",1,1,0,0
"Sodwana - Cape St Lucia",2,1,"x",1,1,0,0
"Sodwana - Cape St Lucia",2,1,"a",1,1,0,0
"Sodwana - Cape St Lucia",6,0,"b",35,40,3,0.0857142857142857
"Sodwana - Cape St Lucia",6,0,"x",35,40,6,0.171428571428571
"Sodwana - Cape St Lucia",6,0,"a",35,40,4,0.114285714285714
"Sodwana - Cape St Lucia",6,0.25,"b",26,30,2,0.0769230769230769
"Sodwana - Cape St Lucia",6,0.25,"x",26,30,4,0.153846153846154
"Sodwana - Cape St Lucia",6,0.25,"a",26,30,2,0.0769230769230769
"Sodwana - Cape St Lucia",6,0.5,"b",18,20,1,0.0555555555555556
"Sodwana - Cape St Lucia",6,0.5,"x",18,20,2,0.111111111111111
"Sodwana - Cape St Lucia",6,0.5,"a",18,20,1,0.0555555555555556
"Sodwana - Cape St Lucia",6,0.75,"b",9,10,0,0
"Sodwana - Cape St Lucia",6,0.75,"x",9,10,0,0
"Sodwana - Cape St Lucia",6,0.75,"a",9,10,0,0
"Sodwana - Cape St Lucia",6,1,"b",1,1,0,0
"Sodwana - Cape St Lucia",6,1,"x",1,1,0,0
"Sodwana - Cape St Lucia",6,1,"a",1,1,0,0
"Sodwana - Cape St Lucia",10,0,"b",35,40,4,0.114285714285714
"Sodwana - Cape St Lucia",10,0,"x",35,40,7,0.2
"Sodwana - Cape St Lucia",10,0,"a",35,40,4,0.114285714285714
"Sodwana - Cape St Lucia",10,0.25,"b",26,30,3,0.115384615384615
"Sodwana - Cape St Lucia",10,0.25,"x",26,30,5,0.192307692307692
"Sodwana - Cape St Lucia",10,0.25,"a",26,30,2,0.0769230769230769
"Sodwana - Cape St Lucia",10,0.5,"b",18,20,1,0.0555555555555556
"Sodwana - Cape St Lucia",10,0.5,"x",18,20,2,0.111111111111111
"Sodwana - Cape St Lucia",10,0.5,"a",18,20,1,0.0555555555555556
"Sodwana - Cape St Lucia",10,0.75,"b",9,10,0,0
"Sodwana - Cape St Lucia",10,0.75,"x",9,10,0,0
"Sodwana - Cape St Lucia",10,0.75,"a",9,10,0,0
"Sodwana - Cape St Lucia",10,1,"b",1,1,0,0
"Sodwana - Cape St Lucia",10,1,"x",1,1,0,0
"Sodwana - Cape St Lucia",10,1,"a",1,1,0,0
"Sodwana - Cape St Lucia",14,0,"b",35,40,4,0.114285714285714
"Sodwana - Cape St Lucia",14,0,"x",35,40,7,0.2
"Sodwana - Cape St Lucia",14,0,"a",35,40,4,0.114285714285714
"Sodwana - Cape St Lucia",14,0.25,"b",26,30,3,0.115384615384615
"Sodwana - Cape St Lucia",14,0.25,"x",26,30,5,0.192307692307692
"Sodwana - Cape St Lucia",14,0.25,"a",26,30,2,0.0769230769230769
"Sodwana - Cape St Lucia",14,0.5,"b",18,20,1,0.0555555555555556
"Sodwana - Cape St Lucia",14,0.5,"x",18,20,2,0.111111111111111
"Sodwana - Cape St Lucia",14,0.5,"a",18,20,1,0.0555555555555556
"Sodwana - Cape St Lucia",14,0.75,"b",9,10,0,0
"Sodwana - Cape St Lucia",14,0.75,"x",9,10,0,0
"Sodwana - Cape St Lucia",14,0.75,"a",9,10,0,0
"Sodwana - Cape St Lucia",14,1,"b",1,1,0,0
"Sodwana - Cape St Lucia",14,1,"x",1,1,0,0
"Sodwana - Cape St Lucia",14,1,"a",1,1,0,0
"Storms River Mouth - Cape St Francis",2,0,"b",23,44,0,0
"Storms River Mouth - Cape St Francis",2,0,"x",23,44,0,0
"Storms River Mouth - Cape St Francis",2,0,"a",23,44,0,0
"Storms River Mouth - Cape St Francis",2,0.25,"b",17,33,0,0
"Storms River Mouth - Cape St Francis",2,0.25,"x",17,33,0,0
"Storms River Mouth - Cape St Francis",2,0.25,"a",17,33,0,0
"Storms River Mouth - Cape St Francis",2,0.5,"b",12,22,0,0
"Storms River Mouth - Cape St Francis",2,0.5,"x",12,22,0,0
"Storms River Mouth - Cape St Francis",2,0.5,"a",12,22,0,0
"Storms River Mouth - Cape St Francis",2,0.75,"b",6,11,0,0
"Storms River Mouth - Cape St Francis",2,0.75,"x",6,11,0,0
"Storms River Mouth - Cape St Francis",2,0.75,"a",6,11,0,0
"Storms River Mouth - Cape St Francis",2,1,"b",1,1,0,0
"Storms River Mouth - Cape St Francis",2,1,"x",1,1,0,0
"Storms River Mouth - Cape St Francis",2,1,"a",1,1,0,0
"Storms River Mouth - Cape St Francis",6,0,"b",23,44,0,0
