"facet","lag","quantile","direction","SACTN","SAWS","cooccurrence","proportion"
"Eastern Beach - East London",14,0.5,"a",11,1,0,0
"Eastern Beach - East London",14,0.75,"b",6,1,0,0
"Eastern Beach - East London",14,0.75,"x",6,1,0,0
"Eastern Beach - East London",14,0.75,"a",6,1,0,0
"Eastern Beach - East London",14,1,"b",1,1,0,0
"Eastern Beach - East London",14,1,"x",1,1,0,0
"Eastern Beach - East London",14,1,"a",1,1,0,0
"Fish Hoek - Cape Town DF Malan",2,0,"b",25,15,0,0
"Fish Hoek - Cape Town DF Malan",2,0,"x",25,15,0,0
"Fish Hoek - Cape Town DF Malan",2,0,"a",25,15,0,0
"Fish Hoek - Cape Town DF Malan",2,0.25,"b",19,11,0,0
"Fish Hoek - Cape Town DF Malan",2,0.25,"x",19,11,0,0
"Fish Hoek - Cape Town DF Malan",2,0.25,"a",19,11,0,0
"Fish Hoek - Cape Town DF Malan",2,0.5,"b",13,8,0,0
"Fish Hoek - Cape Town DF Malan",2,0.5,"x",13,8,0,0
"Fish Hoek - Cape Town DF Malan",2,0.5,"a",13,8,0,0
"Fish Hoek - Cape Town DF Malan",2,0.75,"b",7,4,0,0
"Fish Hoek - Cape Town DF Malan",2,0.75,"x",7,4,0,0
"Fish Hoek - Cape Town DF Malan",2,0.75,"a",7,4,0,0
"Fish Hoek - Cape Town DF Malan",2,1,"b",1,1,0,0
"Fish Hoek - Cape Town DF Malan",2,1,"x",1,1,0,0
"Fish Hoek - Cape Town DF Malan",2,1,"a",1,1,0,0
"Fish Hoek - Cape Town DF Malan",6,0,"b",25,15,0,0
"Fish Hoek - Cape Town DF Malan",6,0,"x",25,15,1,0.04
"Fish Hoek - Cape Town DF Malan",6,0,"a",25,15,1,0.04
"Fish Hoek - Cape Town DF Malan",6,0.25,"b",19,11,0,0
"Fish Hoek - Cape Town DF Malan",6,0.25,"x",19,11,1,0.0526315789473684
"Fish Hoek - Cape Town DF Malan",6,0.25,"a",19,11,1,0.0526315789473684
"Fish Hoek - Cape Town DF Malan",6,0.5,"b",13,8,0,0
"Fish Hoek - Cape Town DF Malan",6,0.5,"x",13,8,0,0
"Fish Hoek - Cape Town DF Malan",6,0.5,"a",13,8,0,0
"Fish Hoek - Cape Town DF Malan",6,0.75,"b",7,4,0,0
"Fish Hoek - Cape Town DF Malan",6,0.75,"x",7,4,0,0
"Fish Hoek - Cape Town DF Malan",6,0.75,"a",7,4,0,0
"Fish Hoek - Cape Town DF Malan",6,1,"b",1,1,0,0
"Fish Hoek - Cape Town DF Malan",6,1,"x",1,1,0,0
"Fish Hoek - Cape Town DF Malan",6,1,"a",1,1,0,0
"Fish Hoek - Cape Town DF Malan",10,0,"b",25,15,0,0
"Fish Hoek - Cape Town DF Malan",10,0,"x",25,15,1,0.04
"Fish Hoek - Cape Town DF Malan",10,0,"a",25,15,1,0.04
"Fish Hoek - Cape Town DF Malan",10,0.25,"b",19,11,0,0
"Fish Hoek - Cape Town DF Malan",10,0.25,"x",19,11,1,0.0526315789473684
"Fish Hoek - Cape Town DF Malan",10,0.25,"a",19,11,1,0.0526315789473684
"Fish Hoek - Cape Town DF Malan",10,0.5,"b",13,8,0,0
"Fish Hoek - Cape Town DF Malan",10,0.5,"x",13,8,0,0
"Fish Hoek - Cape Town DF Malan",10,0.5,"a",13,8,0,0
"Fish Hoek - Cape Town DF Malan",10,0.75,"b",7,4,0,0
"Fish Hoek - Cape Town DF Malan",10,0.75,"x",7,4,0,0
"Fish Hoek - Cape Town DF Malan",10,0.75,"a",7,4,0,0
"Fish Hoek - Cape Town DF Malan",10,1,"b",1,1,0,0
"Fish Hoek - Cape Town DF Malan",10,1,"x",1,1,0,0
"Fish Hoek - Cape Town DF Malan",10,1,"a",1,1,0,0
"Fish Hoek - Cape Town DF Malan",14,0,"b",25,15,0,0
"Fish Hoek - Cape Town DF Malan",14,0,"x",25,15,1,0.04
"Fish Hoek - Cape Town DF Malan",14,0,"a",25,15,1,0.04
"Fish Hoek - Cape Town DF Malan",14,0.25,"b",19,11,0,0
"Fish Hoek - Cape Town DF Malan",14,0.25,"x",19,11,1,0.0526315789473684
"Fish Hoek - Cape Town DF Malan",14,0.25,"a",19,11,1,0.0526315789473684
"Fish Hoek - Cape Town DF Malan",14,0.5,"b",13,8,0,0
"Fish Hoek - Cape Town DF Malan",14,0.5,"x",13,8,0,0
"Fish Hoek - Cape Town DF Malan",14,0.5,"a",13,8,0,0
"Fish Hoek - Cape Town DF Malan",14,0.75,"b",7,4,0,0
"Fish Hoek - Cape Town DF Malan",14,0.75,"x",7,4,0,0
"Fish Hoek - Cape Town DF Malan",14,0.75,"a",7,4,0,0
"Fish Hoek - Cape Town DF Malan",14,1,"b",1,1,0,0
"Fish Hoek - Cape Town DF Malan",14,1,"x",1,1,0,0
"Fish Hoek - Cape Town DF Malan",14,1,"a",1,1,0,0
"Gordons Bay - Jonkershoek",2,0,"b",52,23,0,0
"Gordons Bay - Jonkershoek",2,0,"x",52,23,1,0.0192307692307692
"Gordons Bay - Jonkershoek",2,0,"a",52,23,1,0.0192307692307692
"Gordons Bay - Jonkershoek",2,0.25,"b",39,17,0,0
"Gordons Bay - Jonkershoek",2,0.25,"x",39,17,0,0
"Gordons Bay - Jonkershoek",2,0.25,"a",39,17,0,0
"Gordons Bay - Jonkershoek",2,0.5,"b",26,12,0,0
"Gordons Bay - Jonkershoek",2,0.5,"x",26,12,0,0
"Gordons Bay - Jonkershoek",2,0.5,"a",26,12,0,0
"Gordons Bay - Jonkershoek",2,0.75,"b",13,6,0,0
"Gordons Bay - Jonkershoek",2,0.75,"x",13,6,0,0
"Gordons Bay - Jonkershoek",2,0.75,"a",13,6,0,0
"Gordons Bay - Jonkershoek",2,1,"b",1,1,0,0
"Gordons Bay - Jonkershoek",2,1,"x",1,1,0,0
"Gordons Bay - Jonkershoek",2,1,"a",1,1,0,0
"Gordons Bay - Jonkershoek",6,0,"b",52,23,0,0
"Gordons Bay - Jonkershoek",6,0,"x",52,23,1,0.0192307692307692
"Gordons Bay - Jonkershoek",6,0,"a",52,23,1,0.0192307692307692
"Gordons Bay - Jonkershoek",6,0.25,"b",39,17,0,0
"Gordons Bay - Jonkershoek",6,0.25,"x",39,17,0,0
"Gordons Bay - Jonkershoek",6,0.25,"a",39,17,0,0
"Gordons Bay - Jonkershoek",6,0.5,"b",26,12,0,0
"Gordons Bay - Jonkershoek",6,0.5,"x",26,12,0,0
"Gordons Bay - Jonkershoek",6,0.5,"a",26,12,0,0
"Gordons Bay - Jonkershoek",6,0.75,"b",13,6,0,0
"Gordons Bay - Jonkershoek",6,0.75,"x",13,6,0,0
"Gordons Bay - Jonkershoek",6,0.75,"a",13,6,0,0
"Gordons Bay - Jonkershoek",6,1,"b",1,1,0,0
"Gordons Bay - Jonkershoek",6,1,"x",1,1,0,0
"Gordons Bay - Jonkershoek",6,1,"a",1,1,0,0
"Gordons Bay - Jonkershoek",10,0,"b",52,23,0,0
"Gordons Bay - Jonkershoek",10,0,"x",52,23,1,0.0192307692307692
"Gordons Bay - Jonkershoek",10,0,"a",52,23,1,0.0192307692307692
"Gordons Bay - Jonkershoek",10,0.25,"b",39,17,0,0
"Gordons Bay - Jonkershoek",10,0.25,"x",39,17,0,0
"Gordons Bay - Jonkershoek",10,0.25,"a",39,17,0,0
"Gordons Bay - Jonkershoek",10,0.5,"b",26,12,0,0
"Gordons Bay - Jonkershoek",10,0.5,"x",26,12,0,0
"Gordons Bay - Jonkershoek",10,0.5,"a",26,12,0,0
"Gordons Bay - Jonkershoek",10,0.75,"b",13,6,0,0
"Gordons Bay - Jonkershoek",10,0.75,"x",13,6,0,0
"Gordons Bay - Jonkershoek",10,0.75,"a",13,6,0,0
"Gordons Bay - Jonkershoek",10,1,"b",1,1,0,0
"Gordons Bay - Jonkershoek",10,1,"x",1,1,0,0
"Gordons Bay - Jonkershoek",10,1,"a",1,1,0,0
"Gordons Bay - Jonkershoek",14,0,"b",52,23,0,0
"Gordons Bay - Jonkershoek",14,0,"x",52,23,1,0.0192307692307692
"Gordons Bay - Jonkershoek",14,0,"a",52,23,1,0.0192307692307692
"Gordons Bay - Jonkershoek",14,0.25,"b",39,17,0,0
"Gordons Bay - Jonkershoek",14,0.25,"x",39,17,0,0
"Gordons Bay - Jonkershoek",14,0.25,"a",39,17,0,0
"Gordons Bay - Jonkershoek",14,0.5,"b",26,12,0,0
"Gordons Bay - Jonkershoek",14,0.5,"x",26,12,0,0
"Gordons Bay - Jonkershoek",14,0.5,"a",26,12,0,0
"Gordons Bay - Jonkershoek",14,0.75,"b",13,6,0,0
"Gordons Bay - Jonkershoek",14,0.75,"x",13,6,0,0
"Gordons Bay - Jonkershoek",14,0.75,"a",13,6,0,0
"Gordons Bay - Jonkershoek",14,1,"b",1,1,0,0
"Gordons Bay - Jonkershoek",14,1,"x",1,1,0,0
"Gordons Bay - Jonkershoek",14,1,"a",1,1,0,0
"Hamburg - East London",14,0,"x",22,12,0,0
"Hermanus - Jonkershoek",2,0,"b",36,13,0,0
"Hermanus - Jonkershoek",2,0,"x",36,13,0,0
"Hermanus - Jonkershoek",2,0,"a",36,13,0,0
"Hermanus - Jonkershoek",2,0.25,"b",27,10,0,0
"Hermanus - Jonkershoek",2,0.25,"x",27,10,0,0
"Hermanus - Jonkershoek",2,0.25,"a",27,10,0,0
"Hermanus - Jonkershoek",2,0.5,"b",18,7,0,0
"Hermanus - Jonkershoek",2,0.5,"x",18,7,0,0
"Hermanus - Jonkershoek",2,0.5,"a",18,7,0,0
"Hermanus - Jonkershoek",2,0.75,"b",9,4,0,0
"Hermanus - Jonkershoek",2,0.75,"x",9,4,0,0
"Hermanus - Jonkershoek",2,0.75,"a",9,4,0,0
"Hermanus - Jonkershoek",2,1,"b",1,1,0,0
"Hermanus - Jonkershoek",2,1,"x",1,1,0,0
"Hermanus - Jonkershoek",2,1,"a",1,1,0,0
"Hermanus - Jonkershoek",6,0,"b",36,13,0,0
"Hermanus - Jonkershoek",6,0,"x",36,13,0,0
"Hermanus - Jonkershoek",6,0,"a",36,13,0,0
"Hermanus - Jonkershoek",6,0.25,"b",27,10,0,0
"Hermanus - Jonkershoek",6,0.25,"x",27,10,0,0
"Hermanus - Jonkershoek",6,0.25,"a",27,10,0,0
"Hermanus - Jonkershoek",6,0.5,"b",18,7,0,0
"Hermanus - Jonkershoek",6,0.5,"x",18,7,0,0
"Hermanus - Jonkershoek",6,0.5,"a",18,7,0,0
"Hermanus - Jonkershoek",6,0.75,"b",9,4,0,0
"Hermanus - Jonkershoek",6,0.75,"x",9,4,0,0
"Hermanus - Jonkershoek",6,0.75,"a",9,4,0,0
"Hermanus - Jonkershoek",6,1,"b",1,1,0,0
"Hermanus - Jonkershoek",6,1,"x",1,1,0,0
"Hermanus - Jonkershoek",6,1,"a",1,1,0,0
"Hermanus - Jonkershoek",10,0,"b",36,13,1,0.0277777777777778
"Hermanus - Jonkershoek",10,0,"x",36,13,2,0.0555555555555556
"Hermanus - Jonkershoek",10,0,"a",36,13,1,0.0277777777777778
"Hermanus - Jonkershoek",10,0.25,"b",27,10,0,0
"Hermanus - Jonkershoek",10,0.25,"x",27,10,1,0.037037037037037
"Hermanus - Jonkershoek",10,0.25,"a",27,10,1,0.037037037037037
"Hermanus - Jonkershoek",10,0.5,"b",18,7,0,0
"Hermanus - Jonkershoek",10,0.5,"x",18,7,0,0
"Hermanus - Jonkershoek",10,0.5,"a",18,7,0,0
"Hermanus - Jonkershoek",10,0.75,"b",9,4,0,0
"Hermanus - Jonkershoek",10,0.75,"x",9,4,0,0
"Hermanus - Jonkershoek",10,0.75,"a",9,4,0,0
"Hermanus - Jonkershoek",10,1,"b",1,1,0,0
"Hermanus - Jonkershoek",10,1,"x",1,1,0,0
"Hermanus - Jonkershoek",10,1,"a",1,1,0,0
"Hermanus - Jonkershoek",14,0,"b",36,13,1,0.0277777777777778
"Hermanus - Jonkershoek",14,0,"x",36,13,2,0.0555555555555556
"Hermanus - Jonkershoek",14,0,"a",36,13,1,0.0277777777777778
"Hermanus - Jonkershoek",14,0.25,"b",27,10,0,0
"Hermanus - Jonkershoek",14,0.25,"x",27,10,1,0.037037037037037
"Hermanus - Jonkershoek",14,0.25,"a",27,10,1,0.037037037037037
"Hermanus - Jonkershoek",14,0.5,"b",18,7,0,0
"Hermanus - Jonkershoek",14,0.5,"x",18,7,0,0
"Hermanus - Jonkershoek",14,0.5,"a",18,7,0,0
"Hermanus - Jonkershoek",14,0.75,"b",9,4,0,0
"Hermanus - Jonkershoek",14,0.75,"x",9,4,0,0
"Hermanus - Jonkershoek",14,0.75,"a",9,4,0,0
"Hermanus - Jonkershoek",14,1,"b",1,1,0,0
"Hermanus - Jonkershoek",14,1,"x",1,1,0,0
"Hermanus - Jonkershoek",14,1,"a",1,1,0,0
"Hout Bay - Cape Town DF Malan",2,0,"b",24,14,0,0
"Hout Bay - Cape Town DF Malan",2,0,"x",24,14,0,0
"Hout Bay - Cape Town DF Malan",2,0,"a",24,14,0,0
"Hout Bay - Cape Town DF Malan",2,0.25,"b",18,10,0,0
"Hout Bay - Cape Town DF Malan",2,0.25,"x",18,10,0,0
"Hout Bay - Cape Town DF Malan",2,0.25,"a",18,10,0,0
"Hout Bay - Cape Town DF Malan",2,0.5,"b",12,7,0,0
"Hout Bay - Cape Town DF Malan",2,0.5,"x",12,7,0,0
"Hout Bay - Cape Town DF Malan",2,0.5,"a",12,7,0,0
"Hout Bay - Cape Town DF Malan",2,0.75,"b",6,4,0,0
"Hout Bay - Cape Town DF Malan",2,0.75,"x",6,4,0,0
"Hout Bay - Cape Town DF Malan",2,0.75,"a",6,4,0,0
"Hout Bay - Cape Town DF Malan",2,1,"b",1,1,0,0
"Hout Bay - Cape Town DF Malan",2,1,"x",1,1,0,0
"Hout Bay - Cape Town DF Malan",2,1,"a",1,1,0,0
"Hout Bay - Cape Town DF Malan",6,0,"b",24,14,0,0
"Hout Bay - Cape Town DF Malan",6,0,"x",24,14,0,0
"Hout Bay - Cape Town DF Malan",6,0,"a",24,14,0,0
"Hout Bay - Cape Town DF Malan",6,0.25,"b",18,10,0,0
"Hout Bay - Cape Town DF Malan",6,0.25,"x",18,10,0,0
"Hout Bay - Cape Town DF Malan",6,0.25,"a",18,10,0,0
"Hout Bay - Cape Town DF Malan",6,0.5,"b",12,7,0,0
"Hout Bay - Cape Town DF Malan",6,0.5,"x",12,7,0,0
"Hout Bay - Cape Town DF Malan",6,0.5,"a",12,7,0,0
"Hout Bay - Cape Town DF Malan",6,0.75,"b",6,4,0,0
"Hout Bay - Cape Town DF Malan",6,0.75,"x",6,4,0,0
"Hout Bay - Cape Town DF Malan",6,0.75,"a",6,4,0,0
"Hout Bay - Cape Town DF Malan",6,1,"b",1,1,0,0
"Hout Bay - Cape Town DF Malan",6,1,"x",1,1,0,0
"Hout Bay - Cape Town DF Malan",6,1,"a",1,1,0,0
"Hout Bay - Cape Town DF Malan",10,0,"b",24,14,1,0.0416666666666667
"Hout Bay - Cape Town DF Malan",10,0,"x",24,14,2,0.0833333333333333
"Hout Bay - Cape Town DF Malan",10,0,"a",24,14,1,0.0416666666666667
"Hout Bay - Cape Town DF Malan",10,0.25,"b",18,10,1,0.0555555555555556
"Hout Bay - Cape Town DF Malan",10,0.25,"x",18,10,1,0.0555555555555556
"Hout Bay - Cape Town DF Malan",10,0.25,"a",18,10,0,0
"Hout Bay - Cape Town DF Malan",10,0.5,"b",12,7,0,0
"Hout Bay - Cape Town DF Malan",10,0.5,"x",12,7,0,0
"Hout Bay - Cape Town DF Malan",10,0.5,"a",12,7,0,0
"Hout Bay - Cape Town DF Malan",10,0.75,"b",6,4,0,0
"Hout Bay - Cape Town DF Malan",10,0.75,"x",6,4,0,0
"Hout Bay - Cape Town DF Malan",10,0.75,"a",6,4,0,0
"Hout Bay - Cape Town DF Malan",10,1,"b",1,1,0,0
"Hout Bay - Cape Town DF Malan",10,1,"x",1,1,0,0
"Hout Bay - Cape Town DF Malan",10,1,"a",1,1,0,0
"Hout Bay - Cape Town DF Malan",14,0,"b",24,14,1,0.0416666666666667
"Hout Bay - Cape Town DF Malan",14,0,"x",24,14,2,0.0833333333333333
"Hout Bay - Cape Town DF Malan",14,0,"a",24,14,1,0.0416666666666667
"Hout Bay - Cape Town DF Malan",14,0.25,"b",18,10,1,0.0555555555555556
"Hout Bay - Cape Town DF Malan",14,0.25,"x",18,10,1,0.0555555555555556
"Hout Bay - Cape Town DF Malan",14,0.25,"a",18,10,0,0
"Hout Bay - Cape Town DF Malan",14,0.5,"b",12,7,0,0
"Hout Bay - Cape Town DF Malan",14,0.5,"x",12,7,0,0
"Hout Bay - Cape Town DF Malan",14,0.5,"a",12,7,0,0
"Hout Bay - Cape Town DF Malan",14,0.75,"b",6,4,0,0
"Hout Bay - Cape Town DF Malan",14,0.75,"x",6,4,0,0
"Hout Bay - Cape Town DF Malan",14,0.75,"a",6,4,0,0
"Hout Bay - Cape Town DF Malan",14,1,"b",1,1,0,0
"Hout Bay - Cape Town DF Malan",14,1,"x",1,1,0,0
"Hout Bay - Cape Town DF Malan",14,1,"a",1,1,0,0
"Humewood - Port Elizabeth",2,0,"b",13,5,0,0
"Humewood - Port Elizabeth",2,0,"x",13,5,0,0
"Humewood - Port Elizabeth",2,0,"a",13,5,0,0
"Humewood - Port Elizabeth",2,0.25,"b",10,4,0,0
"Humewood - Port Elizabeth",2,0.25,"x",10,4,0,0
"Humewood - Port Elizabeth",2,0.25,"a",10,4,0,0
"Humewood - Port Elizabeth",2,0.5,"b",7,3,0,0
"Humewood - Port Elizabeth",2,0.5,"x",7,3,0,0
"Humewood - Port Elizabeth",2,0.5,"a",7,3,0,0
"Humewood - Port Elizabeth",2,0.75,"b",4,2,0,0
"Humewood - Port Elizabeth",2,0.75,"x",4,2,0,0
"Humewood - Port Elizabeth",2,0.75,"a",4,2,0,0
"Humewood - Port Elizabeth",2,1,"b",1,1,0,0
"Humewood - Port Elizabeth",2,1,"x",1,1,0,0
"Humewood - Port Elizabeth",2,1,"a",1,1,0,0
"Humewood - Port Elizabeth",6,0,"b",13,5,0,0
"Humewood - Port Elizabeth",6,0,"x",13,5,0,0
"Humewood - Port Elizabeth",6,0,"a",13,5,0,0
"Humewood - Port Elizabeth",6,0.25,"b",10,4,0,0
"Humewood - Port Elizabeth",6,0.25,"x",10,4,0,0
"Humewood - Port Elizabeth",6,0.25,"a",10,4,0,0
"Humewood - Port Elizabeth",6,0.5,"b",7,3,0,0
"Humewood - Port Elizabeth",6,0.5,"x",7,3,0,0
"Humewood - Port Elizabeth",6,0.5,"a",7,3,0,0
"Humewood - Port Elizabeth",6,0.75,"b",4,2,0,0
"Humewood - Port Elizabeth",6,0.75,"x",4,2,0,0
"Humewood - Port Elizabeth",6,0.75,"a",4,2,0,0
"Humewood - Port Elizabeth",6,1,"b",1,1,0,0
"Humewood - Port Elizabeth",6,1,"x",1,1,0,0
"Humewood - Port Elizabeth",6,1,"a",1,1,0,0
"Humewood - Port Elizabeth",10,0,"b",13,5,0,0
"Humewood - Port Elizabeth",10,0,"x",13,5,0,0
"Humewood - Port Elizabeth",10,0,"a",13,5,0,0
"Humewood - Port Elizabeth",10,0.25,"b",10,4,0,0
"Humewood - Port Elizabeth",10,0.25,"x",10,4,0,0
"Humewood - Port Elizabeth",10,0.25,"a",10,4,0,0
"Humewood - Port Elizabeth",10,0.5,"b",7,3,0,0
"Humewood - Port Elizabeth",10,0.5,"x",7,3,0,0
"Humewood - Port Elizabeth",10,0.5,"a",7,3,0,0
"Humewood - Port Elizabeth",10,0.75,"b",4,2,0,0
"Humewood - Port Elizabeth",10,0.75,"x",4,2,0,0
"Humewood - Port Elizabeth",10,0.75,"a",4,2,0,0
"Humewood - Port Elizabeth",10,1,"b",1,1,0,0
"Humewood - Port Elizabeth",10,1,"x",1,1,0,0
"Humewood - Port Elizabeth",10,1,"a",1,1,0,0
"Humewood - Port Elizabeth",14,0,"b",13,5,0,0
"Humewood - Port Elizabeth",14,0,"x",13,5,0,0
"Humewood - Port Elizabeth",14,0,"a",13,5,0,0
"Humewood - Port Elizabeth",14,0.25,"b",10,4,0,0
"Humewood - Port Elizabeth",14,0.25,"x",10,4,0,0
"Humewood - Port Elizabeth",14,0.25,"a",10,4,0,0
"Humewood - Port Elizabeth",14,0.5,"b",7,3,0,0
"Humewood - Port Elizabeth",14,0.5,"x",7,3,0,0
"Humewood - Port Elizabeth",14,0.5,"a",7,3,0,0
"Humewood - Port Elizabeth",14,0.75,"b",4,2,0,0
"Humewood - Port Elizabeth",14,0.75,"x",4,2,0,0
"Humewood - Port Elizabeth",14,0.75,"a",4,2,0,0
"Humewood - Port Elizabeth",14,1,"b",1,1,0,0
"Humewood - Port Elizabeth",14,1,"x",1,1,0,0
"Humewood - Port Elizabeth",14,1,"a",1,1,0,0
"Knysna - Cape St Blaize",2,0,"b",23,6,0,0
"Knysna - Cape St Blaize",2,0,"x",23,6,0,0
"Knysna - Cape St Blaize",2,0,"a",23,6,0,0
"Knysna - Cape St Blaize",2,0.25,"b",17,4,0,0
"Knysna - Cape St Blaize",2,0.25,"x",17,4,0,0
"Knysna - Cape St Blaize",2,0.25,"a",17,4,0,0
"Knysna - Cape St Blaize",2,0.5,"b",12,3,0,0
"Knysna - Cape St Blaize",2,0.5,"x",12,3,0,0
"Knysna - Cape St Blaize",2,0.5,"a",12,3,0,0
"Knysna - Cape St Blaize",2,0.75,"b",6,2,0,0
"Knysna - Cape St Blaize",2,0.75,"x",6,2,0,0
"Knysna - Cape St Blaize",2,0.75,"a",6,2,0,0
"Knysna - Cape St Blaize",2,1,"b",1,1,0,0
"Knysna - Cape St Blaize",2,1,"x",1,1,0,0
"Knysna - Cape St Blaize",2,1,"a",1,1,0,0
"Knysna - Cape St Blaize",6,0,"b",23,6,0,0
"Knysna - Cape St Blaize",6,0,"x",23,6,0,0
"Knysna - Cape St Blaize",6,0,"a",23,6,0,0
"Knysna - Cape St Blaize",6,0.25,"b",17,4,0,0
"Knysna - Cape St Blaize",6,0.25,"x",17,4,0,0
"Knysna - Cape St Blaize",6,0.25,"a",17,4,0,0
"Knysna - Cape St Blaize",6,0.5,"b",12,3,0,0
"Knysna - Cape St Blaize",6,0.5,"x",12,3,0,0
"Knysna - Cape St Blaize",6,0.5,"a",12,3,0,0
"Knysna - Cape St Blaize",6,0.75,"b",6,2,0,0
"Knysna - Cape St Blaize",6,0.75,"x",6,2,0,0
"Knysna - Cape St Blaize",6,0.75,"a",6,2,0,0
"Knysna - Cape St Blaize",6,1,"b",1,1,0,0
"Knysna - Cape St Blaize",6,1,"x",1,1,0,0
"Knysna - Cape St Blaize",6,1,"a",1,1,0,0
"Knysna - Cape St Blaize",10,0,"b",23,6,0,0
"Knysna - Cape St Blaize",10,0,"x",23,6,0,0
"Knysna - Cape St Blaize",10,0,"a",23,6,0,0
"Knysna - Cape St Blaize",10,0.25,"b",17,4,0,0
"Knysna - Cape St Blaize",10,0.25,"x",17,4,0,0
"Knysna - Cape St Blaize",10,0.25,"a",17,4,0,0
"Knysna - Cape St Blaize",10,0.5,"b",12,3,0,0
"Knysna - Cape St Blaize",10,0.5,"x",12,3,0,0
"Knysna - Cape St Blaize",10,0.5,"a",12,3,0,0
"Knysna - Cape St Blaize",10,0.75,"b",6,2,0,0
"Knysna - Cape St Blaize",10,0.75,"x",6,2,0,0
"Knysna - Cape St Blaize",10,0.75,"a",6,2,0,0
"Knysna - Cape St Blaize",10,1,"b",1,1,0,0
"Knysna - Cape St Blaize",10,1,"x",1,1,0,0
"Knysna - Cape St Blaize",10,1,"a",1,1,0,0
"Knysna - Cape St Blaize",14,0,"b",23,6,0,0
"Knysna - Cape St Blaize",14,0,"x",23,6,0,0
"Knysna - Cape St Blaize",14,0,"a",23,6,0,0
"Knysna - Cape St Blaize",14,0.25,"b",17,4,0,0
"Knysna - Cape St Blaize",14,0.25,"x",17,4,0,0
"Knysna - Cape St Blaize",14,0.25,"a",17,4,0,0
"Knysna - Cape St Blaize",14,0.5,"b",12,3,0,0
"Knysna - Cape St Blaize",14,0.5,"x",12,3,0,0
"Knysna - Cape St Blaize",14,0.5,"a",12,3,0,0
"Knysna - Cape St Blaize",14,0.75,"b",6,2,0,0
"Knysna - Cape St Blaize",14,0.75,"x",6,2,0,0
"Knysna - Cape St Blaize",14,0.75,"a",6,2,0,0
"Knysna - Cape St Blaize",14,1,"b",1,1,0,0
"Knysna - Cape St Blaize",14,1,"x",1,1,0,0
"Knysna - Cape St Blaize",14,1,"a",1,1,0,0
"Kommetjie - Cape Point",2,0,"b",29,13,0,0
"Kommetjie - Cape Point",2,0,"x",29,13,0,0
